,cust_number,buisness_year,doc_id,document_create_date.1,converted_usd,business_code_enc,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_due,month_of_due,year_of_due,day_of_createdate,month_of_createdate,year_of_createdate,cust_payment_terms_enc,name_customer_enc,due_in_date,clear_date,Aging Bucket
6913,200705372,2020.0,1930643010.0,2020-03-13 00:00:00.000000000,2599.23,65,13,3,2020,17,5,2020,13,3,2020,33,994,17-5-2020,2020-05-16 23:59:59.999999992,0-15days
6914,200704858,2020.0,1930739734.0,2020-04-04 00:00:00.000000000,45864.7,65,4,4,2020,19,4,2020,4,4,2020,21,2949,19-4-2020,2020-04-19 00:00:00.000000002,0-15days
6915,200769623,2020.0,1930707498.0,2020-03-27 00:00:00.000000000,8985.43,65,27,3,2020,11,4,2020,27,3,2020,34,2985,11-4-2020,2020-11-03 23:59:59.999999998,0-15days
6916,200418007,2020.0,1930818760.0,2020-04-24 00:00:00.000000000,9899.36,65,24,4,2020,9,5,2020,24,4,2020,21,98,9-5-2020,2020-09-04 23:59:59.999999992,0-15days
6917,200726979,2020.0,1930856931.0,2020-05-05 00:00:00.000000000,92.84,65,5,5,2020,20,5,2020,5,5,2020,21,316,20-5-2020,2020-05-20 00:00:00.000000003,0-15days
6918,100036168,2020.0,1930837885.0,2020-04-29 00:00:00.000000000,12418.14,65,29,4,2020,9,5,2020,29,4,2020,11,1140,9-5-2020,2020-09-05 00:00:00.000000004,0-15days
6919,100031704,2020.0,1930797423.0,2020-04-18 00:00:00.000000000,8839.4,65,18,4,2020,22,6,2020,18,4,2020,33,723,22-6-2020,2020-06-22 00:00:00.000000000,0-15days
6920,200762301,2020.0,1930829811.0,2020-04-29 00:00:00.000000000,49749.82,65,29,4,2020,14,5,2020,29,4,2020,26,429,14-5-2020,2020-05-14 00:00:00.000000000,0-15days
6921,200776463,2020.0,1930598034.0,2020-03-03 00:00:00.000000000,1990.99,65,3,3,2020,7,5,2020,3,3,2020,33,1568,7-5-2020,2020-07-04 23:59:59.999999991,0-15days
6922,200769623,2020.0,1930727985.0,2020-04-01 00:00:00.000000000,1898.9,65,1,4,2020,16,4,2020,1,4,2020,34,2976,16-4-2020,2020-04-15 23:59:59.999999998,0-15days
6923,200769623,2020.0,1930783408.0,2020-04-15 00:00:00.000000000,26735.49,65,15,4,2020,30,4,2020,15,4,2020,34,2976,30-4-2020,2020-04-29 23:59:59.999999998,0-15days
6924,200762301,2020.0,1930585908.0,2020-03-02 00:00:00.000000000,15512.72,65,2,3,2020,17,3,2020,2,3,2020,26,433,17-3-2020,2020-03-17 00:00:00.000000000,0-15days
6925,200148860,2020.0,1930629317.0,2020-03-11 00:00:00.000000000,13748.13,65,11,3,2020,26,3,2020,11,3,2020,21,788,26-3-2020,2020-03-25 23:59:59.999999995,0-15days
6926,200029010,2020.0,1930617110.0,2020-03-06 00:00:00.000000000,8159.69,65,6,3,2020,10,5,2020,6,3,2020,33,1554,10-5-2020,2020-10-04 23:59:59.999999997,0-15days
6927,200769623,2020.0,1930641540.0,2020-03-12 00:00:00.000000000,1898.9,65,12,3,2020,27,3,2020,12,3,2020,34,2982,27-3-2020,2020-03-26 23:59:59.999999998,0-15days
6928,100031704,2020.0,1930859697.0,2020-05-06 00:00:00.000000000,110377.23,65,6,5,2020,21,5,2020,6,5,2020,21,729,21-5-2020,2020-05-21 00:00:00.000000005,0-15days
6929,200707822,2020.0,1930731151.0,2020-04-01 00:00:00.000000000,23894.84,65,1,4,2020,16,4,2020,1,4,2020,21,2194,16-4-2020,2020-04-16 00:00:00.000000000,0-15days
6930,100043936,2020.0,1930763563.0,2020-04-08 00:00:00.000000000,16823.17,65,8,4,2020,18,4,2020,8,4,2020,11,2906,18-4-2020,2020-04-18 00:00:00.000000004,0-15days
6931,200416837,2020.0,1930856979.0,2020-05-05 00:00:00.000000000,3717.86,65,5,5,2020,24,5,2020,1,5,2020,38,698,24-5-2020,2020-05-23 23:59:59.999999993,0-15days
6932,200779719,2020.0,1930861044.0,2020-05-06 00:00:00.000000000,13388.51,65,6,5,2020,21,5,2020,6,5,2020,21,2906,21-5-2020,2020-05-21 00:00:00.000000007,0-15days
6933,200514741,2020.0,1930755138.0,2020-04-06 00:00:00.000000000,140778.3,65,6,4,2020,5,6,2020,6,4,2020,58,2906,5-6-2020,2020-05-05 23:59:59.999999999,0-15days
6934,200519201,2020.0,1930748621.0,2020-04-05 00:00:00.000000000,111465.08,65,5,4,2020,20,4,2020,5,4,2020,21,1565,20-4-2020,2020-04-20 00:00:00.000000002,0-15days
6935,200148860,2020.0,1930858122.0,2020-05-05 00:00:00.000000000,36707.71,65,5,5,2020,20,5,2020,5,5,2020,21,787,20-5-2020,2020-05-20 00:00:00.000000000,0-15days
6936,200705742,2020.0,1930636630.0,2020-03-10 00:00:00.000000000,36802.22,65,10,3,2020,13,4,2020,10,3,2020,22,811,13-4-2020,2020-04-12 23:59:59.999999995,0-15days
6937,200097356,2020.0,1930744322.0,2020-04-07 00:00:00.000000000,16156.52,65,7,4,2020,22,4,2020,7,4,2020,21,2906,22-4-2020,2020-04-22 00:00:00.000000006,0-15days
6938,200744019,2020.0,1930861917.0,2020-05-06 00:00:00.000000000,40409.24,65,6,5,2020,21,5,2020,6,5,2020,21,2778,21-5-2020,2020-05-21 00:00:00.000000018,16-30days
6939,200711029,2020.0,1930732656.0,2020-04-02 00:00:00.000000000,25030.3,65,2,4,2020,17,4,2020,2,4,2020,21,3009,17-4-2020,2020-04-17 00:00:00.000000005,0-15days
6940,200707822,2020.0,1930620481.0,2020-03-09 00:00:00.000000000,12582.47,65,9,3,2020,24,3,2020,9,3,2020,21,2194,24-3-2020,2020-03-24 00:00:00.000000000,0-15days
6941,200769623,2020.0,1930646041.0,2020-03-12 00:00:00.000000000,12707.63,65,12,3,2020,27,3,2020,12,3,2020,34,2983,27-3-2020,2020-03-26 23:59:59.999999998,0-15days
6942,140104409,2020.0,2960617464.0,2020-03-03 00:00:00.000000000,148064.133,65,3,3,2020,21,3,2020,11,3,2020,5,1655,21-3-2020,2020-03-21 00:00:00.000000002,0-15days
6943,200744019,2020.0,1930832244.0,2020-04-28 00:00:00.000000000,15894.63,65,28,4,2020,13,5,2020,28,4,2020,21,2775,13-5-2020,2020-05-13 00:00:00.000000010,0-15days
6944,200769623,2020.0,1930871149.0,2020-05-08 00:00:00.000000000,32537.63,65,8,5,2020,23,5,2020,8,5,2020,34,2986,23-5-2020,2020-05-22 23:59:59.999999998,0-15days
6945,200133150,2020.0,1930834443.0,2020-04-29 00:00:00.000000000,287198.25,65,29,4,2020,14,5,2020,29,4,2020,21,1563,14-5-2020,2020-05-14 00:00:00.000000004,0-15days
6946,200707822,2020.0,1930824558.0,2020-04-24 00:00:00.000000000,70075.27,65,24,4,2020,9,5,2020,24,4,2020,21,2197,9-5-2020,2020-09-05 00:00:00.000000000,0-15days
6947,200769623,2020.0,1930653123.0,2020-03-16 00:00:00.000000000,64352.06,65,16,3,2020,31,3,2020,16,3,2020,34,2979,31-3-2020,2020-03-30 23:59:59.999999998,0-15days
6948,200773492,2020.0,1930691625.0,2020-03-25 00:00:00.000000000,36073.48,65,25,3,2020,9,4,2020,25,3,2020,21,2906,9-4-2020,2020-09-04 00:00:00.000000007,0-15days
6949,200769623,2020.0,1930718910.0,2020-03-31 00:00:00.000000000,4063.83,65,31,3,2020,15,4,2020,31,3,2020,34,2981,15-4-2020,2020-04-14 23:59:59.999999998,0-15days
6950,140106181,2020.0,2960617442.0,2020-03-01 00:00:00.000000000,19353.6,65,1,3,2020,13,3,2020,3,3,2020,5,2795,13-3-2020,2020-03-13 00:00:00.000000057,46-60days
6951,200769623,2020.0,1930652602.0,2020-03-15 00:00:00.000000000,22021.88,65,15,3,2020,30,3,2020,15,3,2020,34,2986,30-3-2020,2020-03-29 23:59:59.999999998,0-15days
6952,140105785,2020.0,2960630939.0,2020-04-28 00:00:00.000000000,11827.199999999999,65,28,4,2020,10,5,2020,30,4,2020,5,2480,10-5-2020,2020-10-05 00:00:00.000000005,0-15days
6953,200780383,2020.0,1930700810.0,2020-03-25 00:00:00.000000000,39366.34,65,25,3,2020,9,4,2020,25,3,2020,21,1835,9-4-2020,2020-09-04 00:00:00.000000002,0-15days
6954,200772670,2020.0,1930623420.0,2020-03-08 00:00:00.000000000,62683.74,65,8,3,2020,23,3,2020,8,3,2020,47,181,23-3-2020,2020-03-23 00:00:00.000000000,0-15days
6955,200769623,2020.0,1930581747.0,2020-02-29 00:00:00.000000000,6171.06,65,29,2,2020,15,3,2020,29,2,2020,34,2981,15-3-2020,2020-03-14 23:59:59.999999995,0-15days
6956,200418007,2020.0,1930592659.0,2020-03-03 00:00:00.000000000,33580.31,65,3,3,2020,18,3,2020,3,3,2020,21,92,18-3-2020,2020-03-17 23:59:59.999999999,0-15days
6957,200749782,2020.0,1930586790.0,2020-03-03 00:00:00.000000000,54798.15,65,3,3,2020,18,3,2020,3,3,2020,21,1554,18-3-2020,2020-03-18 00:00:00.000000000,0-15days
6958,200707822,2020.0,1930732036.0,2020-04-01 00:00:00.000000000,53694.86,65,1,4,2020,16,4,2020,1,4,2020,21,2194,16-4-2020,2020-04-16 00:00:00.000000000,0-15days
6959,200769623,2020.0,1930881181.0,2020-05-11 00:00:00.000000000,3421.42,65,11,5,2020,26,5,2020,11,5,2020,34,2979,26-5-2020,2020-05-25 23:59:59.999999998,0-15days
6960,140106408,2020.0,2960621748.0,2020-03-19 00:00:00.000000000,32660.061,65,19,3,2020,30,3,2020,20,3,2020,5,2969,30-3-2020,2020-03-30 00:00:00.000000010,0-15days
6961,200769623,2020.0,1930622761.0,2020-03-09 00:00:00.000000000,53249.19,65,9,3,2020,24,3,2020,9,3,2020,34,2983,24-3-2020,2020-03-23 23:59:59.999999998,0-15days
6962,200769623,2020.0,1930606303.0,2020-03-06 00:00:00.000000000,1504.87,65,6,3,2020,21,3,2020,6,3,2020,34,2978,21-3-2020,2020-03-20 23:59:59.999999998,0-15days
6963,200769623,2020.0,1930686735.0,2020-03-23 00:00:00.000000000,33988.59,65,23,3,2020,7,4,2020,23,3,2020,34,2983,7-4-2020,2020-07-03 23:59:59.999999998,0-15days
6964,200759878,2020.0,1930730185.0,2020-04-04 00:00:00.000000000,13229.08,65,4,4,2020,19,4,2020,4,4,2020,34,2361,19-4-2020,2020-04-18 23:59:59.999999996,0-15days
6965,200769623,2020.0,1930705474.0,2020-03-27 00:00:00.000000000,11078.02,65,27,3,2020,11,4,2020,27,3,2020,34,2978,11-4-2020,2020-11-03 23:59:59.999999998,0-15days
6966,140103400,2020.0,1991840568.0,2020-03-29 00:00:00.000000000,1193.4,65,29,3,2020,28,4,2020,29,3,2020,54,2906,28-4-2020,2020-04-28 00:00:00.000000002,0-15days
6967,200723794,2020.0,1930658237.0,2020-03-17 00:00:00.000000000,65732.4,65,17,3,2020,1,4,2020,17,3,2020,21,1875,1-4-2020,2020-01-03 23:59:59.999999998,0-15days
6968,200769623,2020.0,1930722852.0,2020-04-02 00:00:00.000000000,62353.96,65,2,4,2020,17,4,2020,2,4,2020,34,2986,17-4-2020,2020-04-16 23:59:59.999999998,0-15days
6969,200759878,2020.0,1930733601.0,2020-04-02 00:00:00.000000000,14035.83,65,2,4,2020,17,4,2020,2,4,2020,34,2358,17-4-2020,2020-04-16 23:59:59.999999996,0-15days
6970,200769623,2020.0,1930827432.0,2020-04-27 00:00:00.000000000,33949.9,65,27,4,2020,12,5,2020,27,4,2020,34,2982,12-5-2020,2020-12-04 23:59:59.999999998,0-15days
6971,200726979,2020.0,1930656108.0,2020-03-16 00:00:00.000000000,356.13,65,16,3,2020,31,3,2020,16,3,2020,21,311,31-3-2020,2020-03-31 00:00:00.000000004,0-15days
6972,200826820,2020.0,1930859852.0,2020-05-08 00:00:00.000000000,6652.4,65,8,5,2020,23,5,2020,8,5,2020,21,2906,23-5-2020,2020-05-23 00:00:00.000000007,0-15days
6973,200769623,2020.0,1930853772.0,2020-05-05 00:00:00.000000000,13859.38,65,5,5,2020,20,5,2020,5,5,2020,34,2976,20-5-2020,2020-05-19 23:59:59.999999998,0-15days
6974,200793830,2020.0,1930818951.0,2020-04-23 00:00:00.000000000,41822.76,65,23,4,2020,8,5,2020,23,4,2020,21,1698,8-5-2020,2020-08-05 00:00:00.000000005,0-15days
6975,200771157,2020.0,1930800405.0,2020-04-18 00:00:00.000000000,505.29,65,18,4,2020,3,5,2020,18,4,2020,21,3016,3-5-2020,2020-03-05 00:00:00.000000005,0-15days
6976,200769623,2020.0,1930732629.0,2020-04-01 00:00:00.000000000,15056.43,65,1,4,2020,16,4,2020,1,4,2020,34,2981,16-4-2020,2020-04-15 23:59:59.999999998,0-15days
6977,200974851,2020.0,1930861221.0,2020-05-05 00:00:00.000000000,245.55,65,5,5,2020,20,5,2020,5,5,2020,21,2288,20-5-2020,2020-05-20 00:00:00.000000000,0-15days
6978,200769623,2020.0,1930655176.0,2020-03-16 00:00:00.000000000,42005.3,65,16,3,2020,31,3,2020,16,3,2020,34,2979,31-3-2020,2020-03-30 23:59:59.999999998,0-15days
6979,200769623,2020.0,1930778059.0,2020-04-11 00:00:00.000000000,44047.38,65,11,4,2020,26,4,2020,11,4,2020,34,2982,26-4-2020,2020-04-25 23:59:59.999999998,0-15days
6980,200752302,2020.0,1930860232.0,2020-05-05 00:00:00.000000000,47407.15,65,5,5,2020,20,5,2020,5,5,2020,21,1585,20-5-2020,2020-05-20 00:00:00.000000000,0-15days
6981,200704858,2020.0,1930717577.0,2020-03-31 00:00:00.000000000,75193.04,65,31,3,2020,15,4,2020,31,3,2020,21,2952,15-4-2020,2020-04-14 23:59:59.999999999,0-15days
6982,200759878,2020.0,1930683551.0,2020-03-20 00:00:00.000000000,39675.59,65,20,3,2020,4,4,2020,20,3,2020,34,2367,4-4-2020,2020-04-03 23:59:59.999999996,0-15days
6983,2013,2020.0,1930606372.0,2020-03-09 00:00:00.000000000,8433.98,65,9,3,2020,9,3,2020,9,3,2020,64,1533,9-3-2020,2020-09-03 00:00:00.000000046,46-60days
6984,200762301,2020.0,1930705971.0,2020-03-27 00:00:00.000000000,42067.55,65,27,3,2020,11,4,2020,27,3,2020,26,426,11-4-2020,2020-11-04 00:00:00.000000000,0-15days
6985,200253680,2020.0,1930655855.0,2020-03-16 00:00:00.000000000,40605.6,65,16,3,2020,31,3,2020,16,3,2020,21,2420,31-3-2020,2020-03-31 00:00:00.000000004,0-15days
6986,200769623,2020.0,1930803607.0,2020-04-22 00:00:00.000000000,15150.97,65,22,4,2020,7,5,2020,22,4,2020,34,2980,7-5-2020,2020-07-04 23:59:59.999999998,0-15days
6987,200769623,2020.0,1930666220.0,2020-03-19 00:00:00.000000000,20538.32,65,19,3,2020,3,4,2020,19,3,2020,34,2983,3-4-2020,2020-03-03 23:59:59.999999998,0-15days
6988,2013,2020.0,1930615449.0,2020-03-06 00:00:00.000000000,12297.6,65,6,3,2020,6,3,2020,6,3,2020,64,1534,6-3-2020,2020-06-03 00:00:00.000000042,31-45days
6989,200762301,2020.0,1930661423.0,2020-03-18 00:00:00.000000000,27980.86,65,18,3,2020,2,4,2020,18,3,2020,26,430,2-4-2020,2020-02-04 00:00:00.000000001,0-15days
6990,200769623,2020.0,1930619966.0,2020-03-08 00:00:00.000000000,7195.24,65,8,3,2020,23,3,2020,8,3,2020,34,2981,23-3-2020,2020-03-22 23:59:59.999999998,0-15days
6991,200769623,2020.0,1930611986.0,2020-03-06 00:00:00.000000000,30082.16,65,6,3,2020,21,3,2020,6,3,2020,34,2983,21-3-2020,2020-03-20 23:59:59.999999998,0-15days
6992,102,2020.0,1930617541.0,2020-03-09 00:00:00.000000000,14151.51,65,9,3,2020,13,4,2020,9,3,2020,32,1514,13-4-2020,2020-04-13 00:00:00.000000009,0-15days
6993,200707822,2020.0,1930577319.0,2020-02-28 00:00:00.000000000,132666.82,65,28,2,2020,14,3,2020,28,2,2020,21,2193,14-3-2020,2020-03-14 00:00:00.000000000,0-15days
6994,200726979,2020.0,1930817263.0,2020-04-23 00:00:00.000000000,197.7,65,23,4,2020,8,5,2020,23,4,2020,21,317,8-5-2020,2020-08-05 00:00:00.000000001,0-15days
6995,200780825,2020.0,1930621986.0,2020-03-09 00:00:00.000000000,34937.45,65,9,3,2020,24,3,2020,9,3,2020,21,2731,24-3-2020,2020-03-24 00:00:00.000000007,0-15days
6996,200230690,2020.0,1930855588.0,2020-05-04 00:00:00.000000000,5689.18,65,4,5,2020,24,5,2020,1,5,2020,38,710,24-5-2020,2020-05-23 23:59:59.999999994,0-15days
6997,200472086,2020.0,1930774624.0,2020-04-11 00:00:00.000000000,83433.46,65,11,4,2020,26,4,2020,11,4,2020,21,2906,26-4-2020,2020-04-26 00:00:00.000000004,0-15days
6998,200020431,2020.0,1930817773.0,2020-04-23 00:00:00.000000000,18709.32,65,23,4,2020,26,4,2020,16,4,2020,36,700,26-4-2020,2020-04-25 23:59:59.999999992,0-15days
6999,200705089,2020.0,1930673747.0,2020-03-19 00:00:00.000000000,657.67,65,19,3,2020,3,4,2020,19,3,2020,21,1418,3-4-2020,2020-03-04 00:00:00.000000001,0-15days
7000,200762301,2020.0,1930607565.0,2020-03-06 00:00:00.000000000,97023.02,65,6,3,2020,21,3,2020,6,3,2020,26,425,21-3-2020,2020-03-21 00:00:00.000000001,0-15days
7001,200794332,2020.0,1930645448.0,2020-03-12 00:00:00.000000000,32715.47,65,12,3,2020,27,3,2020,12,3,2020,23,610,27-3-2020,2020-03-27 00:00:00.000000000,0-15days
7002,200744019,2020.0,1930717589.0,2020-03-30 00:00:00.000000000,31071.6,65,30,3,2020,14,4,2020,30,3,2020,21,2775,14-4-2020,2020-04-14 00:00:00.000000011,0-15days
7003,200769623,2020.0,1930692816.0,2020-03-24 00:00:00.000000000,10722.13,65,24,3,2020,8,4,2020,24,3,2020,34,2977,8-4-2020,2020-08-03 23:59:59.999999999,0-15days
7004,200769623,2020.0,1930839154.0,2020-04-30 00:00:00.000000000,61188.77,65,30,4,2020,15,5,2020,30,4,2020,34,2980,15-5-2020,2020-05-14 23:59:59.999999998,0-15days
7005,200769623,2020.0,1930842915.0,2020-05-01 00:00:00.000000000,341.18,65,1,5,2020,16,5,2020,1,5,2020,34,2977,16-5-2020,2020-05-15 23:59:59.999999999,0-15days
7006,200769623,2020.0,1930733058.0,2020-04-04 00:00:00.000000000,11468.32,65,4,4,2020,19,4,2020,4,4,2020,34,2983,19-4-2020,2020-04-18 23:59:59.999999998,0-15days
7007,200792293,2020.0,1930720582.0,2020-03-30 00:00:00.000000000,72257.83,65,30,3,2020,14,4,2020,30,3,2020,21,2868,14-4-2020,2020-04-14 00:00:00.000000007,0-15days
7008,200769623,2020.0,1930714845.0,2020-03-29 00:00:00.000000000,8882.88,65,29,3,2020,13,4,2020,29,3,2020,34,2978,13-4-2020,2020-04-12 23:59:59.999999998,0-15days
7009,200732755,2020.0,1930653666.0,2020-03-15 00:00:00.000000000,19017.5,65,15,3,2020,30,3,2020,15,3,2020,21,1581,30-3-2020,2020-03-30 00:00:00.000000003,0-15days
7010,200769623,2020.0,1930838214.0,2020-05-01 00:00:00.000000000,18907.81,65,1,5,2020,16,5,2020,1,5,2020,34,2984,16-5-2020,2020-05-15 23:59:59.999999998,0-15days
7011,200759878,2020.0,1930577773.0,2020-02-28 00:00:00.000000000,13563.71,65,28,2,2020,14,3,2020,28,2,2020,34,2366,14-3-2020,2020-03-13 23:59:59.999999995,0-15days
7012,200418007,2020.0,1930706312.0,2020-03-27 00:00:00.000000000,18209.86,65,27,3,2020,11,4,2020,27,3,2020,21,98,11-4-2020,2020-11-03 23:59:59.999999992,0-15days
7013,200803720,2020.0,1930765398.0,2020-04-10 00:00:00.000000000,5143.38,65,10,4,2020,24,4,2020,1,4,2020,38,704,24-4-2020,2020-04-23 23:59:59.999999991,0-15days
7014,200794332,2020.0,1930637733.0,2020-03-12 00:00:00.000000000,8793.09,65,12,3,2020,27,3,2020,12,3,2020,23,609,27-3-2020,2020-03-27 00:00:00.000000000,0-15days
7015,200783734,2020.0,1930793556.0,2020-04-16 00:00:00.000000000,30708.35,65,16,4,2020,1,5,2020,16,4,2020,21,898,1-5-2020,2020-01-05 00:00:00.000000005,0-15days
7016,200769623,2020.0,1930809828.0,2020-04-21 00:00:00.000000000,3403.8,65,21,4,2020,6,5,2020,21,4,2020,34,2976,6-5-2020,2020-06-04 23:59:59.999999998,0-15days
7017,200769623,2020.0,1930719757.0,2020-03-30 00:00:00.000000000,1898.2,65,30,3,2020,14,4,2020,30,3,2020,34,2979,14-4-2020,2020-04-13 23:59:59.999999998,0-15days
7018,200769623,2020.0,1930581851.0,2020-02-29 00:00:00.000000000,5483.03,65,29,2,2020,15,3,2020,29,2,2020,34,2986,15-3-2020,2020-03-14 23:59:59.999999997,0-15days
7019,200707822,2020.0,1930710330.0,2020-03-27 00:00:00.000000000,86494.66,65,27,3,2020,11,4,2020,27,3,2020,21,2197,11-4-2020,2020-11-04 00:00:00.000000000,0-15days
7020,200793513,2020.0,1930684865.0,2020-03-23 00:00:00.000000000,75334.45,65,23,3,2020,7,4,2020,23,3,2020,21,1576,7-4-2020,2020-07-04 00:00:00.000000000,0-15days
7021,200769623,2020.0,1930585918.0,2020-03-02 00:00:00.000000000,933.62,65,2,3,2020,17,3,2020,2,3,2020,34,2980,17-3-2020,2020-03-16 23:59:59.999999998,0-15days
7022,200769623,2020.0,1930719811.0,2020-03-31 00:00:00.000000000,14191.17,65,31,3,2020,15,4,2020,31,3,2020,34,2977,15-4-2020,2020-04-14 23:59:59.999999999,0-15days
7023,200781803,2020.0,1930729157.0,2020-04-01 00:00:00.000000000,3564.37,65,1,4,2020,21,4,2020,1,4,2020,28,1441,21-4-2020,2020-04-21 00:00:00.000000001,0-15days
7024,200762301,2020.0,1930788107.0,2020-04-16 00:00:00.000000000,37958.14,65,16,4,2020,1,5,2020,16,4,2020,26,431,1-5-2020,2020-01-05 00:00:00.000000001,0-15days
7025,200769623,2020.0,1930860095.0,2020-05-06 00:00:00.000000000,1084.68,65,6,5,2020,21,5,2020,6,5,2020,34,2982,21-5-2020,2020-05-20 23:59:59.999999998,0-15days
7026,200148860,2020.0,1930660041.0,2020-03-17 00:00:00.000000000,81023.41,65,17,3,2020,1,4,2020,17,3,2020,21,780,1-4-2020,2020-01-04 00:00:00.000000001,0-15days
7027,200769623,2020.0,1930675981.0,2020-03-20 00:00:00.000000000,15328.41,65,20,3,2020,4,4,2020,20,3,2020,34,2980,4-4-2020,2020-04-03 23:59:59.999999998,0-15days
7028,200759878,2020.0,1930642294.0,2020-03-12 00:00:00.000000000,25477.97,65,12,3,2020,27,3,2020,12,3,2020,34,2360,27-3-2020,2020-03-26 23:59:59.999999996,0-15days
7029,200759878,2020.0,1930611678.0,2020-03-10 00:00:00.000000000,10893.51,65,10,3,2020,25,3,2020,10,3,2020,34,2359,25-3-2020,2020-03-24 23:59:59.999999996,0-15days
7030,200769623,2020.0,1930620016.0,2020-03-08 00:00:00.000000000,39953.78,65,8,3,2020,23,3,2020,8,3,2020,34,2986,23-3-2020,2020-03-22 23:59:59.999999998,0-15days
7031,100032505,2020.0,1930789982.0,2020-04-20 00:00:00.000000000,2859.84,65,20,4,2020,24,6,2020,20,4,2020,33,2906,24-6-2020,2020-06-23 23:59:59.999999996,0-15days
7032,200769623,2020.0,1930635822.0,2020-03-12 00:00:00.000000000,16644.77,65,12,3,2020,27,3,2020,12,3,2020,34,2978,27-3-2020,2020-03-26 23:59:59.999999998,0-15days
7033,200353024,2020.0,1930689927.0,2020-03-24 00:00:00.000000000,1871.76,65,24,3,2020,8,4,2020,16,3,2020,38,710,8-4-2020,2020-08-03 23:59:59.999999993,0-15days
7034,200637319,2020.0,1930808558.0,2020-04-23 00:00:00.000000000,11157.0,65,23,4,2020,8,5,2020,23,4,2020,21,2906,8-5-2020,2020-08-05 00:00:00.000000004,0-15days
7035,200769623,2020.0,1930585839.0,2020-03-03 00:00:00.000000000,29484.65,65,3,3,2020,18,3,2020,3,3,2020,34,2979,18-3-2020,2020-03-17 23:59:59.999999998,0-15days
7036,200769623,2020.0,1930810965.0,2020-04-25 00:00:00.000000000,3612.31,65,25,4,2020,10,5,2020,25,4,2020,34,2985,10-5-2020,2020-10-04 23:59:59.999999998,0-15days
7037,140103480,2020.0,1991839887.0,2020-03-06 00:00:00.000000000,47497.8,65,6,3,2020,20,4,2020,6,3,2020,55,2170,20-4-2020,2020-04-20 00:00:00.000000000,0-15days
7038,200771157,2020.0,1930709439.0,2020-03-27 00:00:00.000000000,76762.51,65,27,3,2020,11,4,2020,27,3,2020,21,3014,11-4-2020,2020-11-04 00:00:00.000000005,0-15days
7039,200726979,2020.0,1930654125.0,2020-03-16 00:00:00.000000000,209.29,65,16,3,2020,31,3,2020,16,3,2020,21,319,31-3-2020,2020-03-31 00:00:00.000000003,0-15days
7040,200722444,2020.0,1930772878.0,2020-04-15 00:00:00.000000000,9128.52,65,15,4,2020,17,5,2020,15,4,2020,14,2078,17-5-2020,2020-05-16 23:59:59.999999999,0-15days
7041,140104409,2020.0,2960621964.0,2020-03-19 00:00:00.000000000,112059.27599999998,65,19,3,2020,29,3,2020,19,3,2020,5,1656,29-3-2020,2020-03-29 00:00:00.000000000,0-15days
7042,102,2020.0,1930607694.0,2020-03-06 00:00:00.000000000,7798.08,65,6,3,2020,10,4,2020,6,3,2020,32,1523,10-4-2020,2020-10-04 00:00:00.000000008,0-15days
7043,200769623,2020.0,1930716327.0,2020-03-29 00:00:00.000000000,22072.36,65,29,3,2020,13,4,2020,29,3,2020,34,2979,13-4-2020,2020-04-12 23:59:59.999999998,0-15days
7044,200769623,2020.0,1930833514.0,2020-04-29 00:00:00.000000000,801.56,65,29,4,2020,14,5,2020,29,4,2020,34,2983,14-5-2020,2020-05-13 23:59:59.999999998,0-15days
7045,100024767,2020.0,1930736175.0,2020-04-02 00:00:00.000000000,1715.04,65,2,4,2020,7,5,2020,2,4,2020,32,2906,7-5-2020,2020-07-05 00:00:00.000000000,0-15days
7046,200290370,2020.0,1930598633.0,2020-03-04 00:00:00.000000000,15232.32,65,4,3,2020,19,3,2020,4,3,2020,21,229,19-3-2020,2020-03-19 00:00:00.000000004,0-15days
7047,200707822,2020.0,1930653496.0,2020-03-15 00:00:00.000000000,99359.09,65,15,3,2020,30,3,2020,15,3,2020,21,2195,30-3-2020,2020-03-30 00:00:00.000000002,0-15days
7048,200275115,2020.0,1930565363.0,2020-02-27 00:00:00.000000000,78944.4,65,27,2,2020,13,3,2020,27,2,2020,21,2445,13-3-2020,2020-03-13 00:00:00.000000003,0-15days
7049,200337148,2020.0,1930763279.0,2020-04-07 00:00:00.000000000,78121.37,65,7,4,2020,22,4,2020,7,4,2020,21,540,22-4-2020,2020-04-22 00:00:00.000000001,0-15days
7050,200148860,2020.0,1930732918.0,2020-04-03 00:00:00.000000000,56642.03,65,3,4,2020,18,4,2020,3,4,2020,21,786,18-4-2020,2020-04-17 23:59:59.999999998,0-15days
7051,200803720,2020.0,1930618490.0,2020-03-07 00:00:00.000000000,11066.02,65,7,3,2020,11,3,2020,1,3,2020,36,695,11-3-2020,2020-11-02 23:59:59.999999991,0-15days
7052,200726979,2020.0,1930821958.0,2020-04-24 00:00:00.000000000,265.44,65,24,4,2020,9,5,2020,24,4,2020,21,317,9-5-2020,2020-09-05 00:00:00.000000001,0-15days
7053,200726979,2020.0,1930822703.0,2020-04-24 00:00:00.000000000,1109.91,65,24,4,2020,9,5,2020,24,4,2020,21,319,9-5-2020,2020-09-05 00:00:00.000000002,0-15days
